Date,Open,High,Low,Close,Adj Close,Volume
2023-05-10,55.139999,55.270000,54.470001,55.200001,54.089474,1778300
2023-05-11,55.070000,55.259998,54.500000,55.220001,54.109066,1387700
2023-05-12,55.400002,55.660000,54.990002,55.139999,54.030674,2225000
2023-05-15,55.299999,55.529999,55.000000,55.169998,54.060074,1224100
2023-05-16,54.869999,55.009998,54.540001,54.540001,53.442753,1213900
2023-05-17,54.680000,55.009998,53.939999,54.930000,53.824902,1858800
2023-05-18,54.980000,55.299999,54.470001,55.220001,54.109066,1620200
2023-05-19,55.349998,55.669998,54.939999,55.320000,54.207054,1677900
2023-05-22,55.320000,55.709999,55.029999,55.459999,54.344242,1439000
2023-05-23,55.320000,55.380001,54.209999,54.400002,53.305565,1939900
2023-05-24,54.009998,54.180000,53.660000,53.860001,52.776428,1664100
2023-05-25,53.680000,53.790001,53.080002,53.180000,52.110107,2287800
2023-05-26,53.040001,54.450001,52.990002,54.220001,53.129189,3542700
2023-05-30,54.419998,55.020000,54.270000,54.950001,53.844501,3824300
2023-05-31,54.919998,55.619999,54.360001,55.349998,54.236450,7539700
2023-06-01,55.200001,55.490002,54.900002,55.029999,53.922894,2643500
2023-06-02,55.250000,56.470001,55.250000,56.330002,55.196735,2584200
2023-06-05,56.250000,56.360001,55.730000,56.020000,54.892975,2420700
2023-06-06,56.020000,57.220001,55.900002,57.130001,55.980644,2745100
2023-06-07,57.400002,58.029999,57.020000,57.049999,55.902252,3605800
2023-06-08,56.790001,57.759998,56.560001,57.669998,56.509773,2844100
2023-06-09,57.820000,57.889999,57.450001,57.830002,56.666557,1573900
2023-06-12,52.099998,53.450001,50.029999,51.000000,49.973969,16708800
2023-06-13,51.470001,51.799999,50.840000,51.060001,50.032761,6385600
2023-06-14,51.049999,51.939999,50.630001,51.160000,50.130745,7437300
2023-06-15,50.900002,52.520000,50.830002,52.270000,51.439621,4262800
2023-06-16,52.639999,52.639999,51.099998,51.220001,50.406303,7420400
2023-06-20,50.849998,51.660000,50.459999,51.619999,50.799946,4598700
2023-06-21,51.590000,51.590000,50.220001,50.560001,49.756783,4011000
2023-06-22,50.330002,50.410000,49.480000,49.549999,48.762833,4616300
2023-06-23,49.349998,49.740002,48.950001,49.639999,48.851402,5616200
2023-06-26,49.669998,49.750000,49.330002,49.610001,48.821877,3202400
2023-06-27,49.529999,50.160000,49.320000,49.820000,49.028542,4141600
2023-06-28,49.849998,50.040001,49.400002,49.580002,48.792358,4809000
2023-06-29,49.490002,49.849998,49.330002,49.849998,49.058067,2877300
2023-06-30,50.130001,50.430000,49.810001,49.849998,49.058067,3749100
2023-07-03,49.680000,50.090000,49.320000,49.700001,48.910450,2000600
2023-07-05,49.689999,50.000000,49.340000,49.919998,49.126953,3627200
2023-07-06,49.419998,49.560001,48.900002,48.990002,48.211731,3618000
2023-07-07,48.880001,49.270000,48.650002,48.970001,48.192047,3137900
2023-07-10,49.000000,49.419998,48.840000,49.099998,48.319977,5553700
2023-07-11,49.060001,49.750000,48.980000,49.709999,48.920288,3792800
2023-07-12,50.070000,50.279999,49.830002,50.000000,49.205681,2991500
2023-07-13,50.160000,51.279999,50.090000,51.169998,50.357094,3141600
2023-07-14,51.369999,51.610001,50.540001,50.610001,49.805992,3225700
2023-07-17,50.549999,50.970001,50.119999,50.900002,50.091385,3629200
2023-07-18,51.040001,51.500000,50.840000,51.380001,50.563763,5437800
2023-07-19,51.650002,52.549999,50.320000,50.430000,49.628849,5672500
2023-07-20,50.660000,50.660000,49.150002,49.610001,48.821877,4725700
